s1,s2,s3,s4,s5
61,66,63,64,61
64,65,63,66,68
67,68,63,65,62
63,64,60,67,67
67,61,64,65,61
60,68,63,62,65
68,66,63,62,63
68,64,63,62,67
64,62,63,63,66
68,68,61,68,65
68,62,60,67,64
67,64,67,62,63
65,67,65,67,60
64,67,66,63,66
66,68,67,60,63
64,61,66,68,65
64,65,66,68,64
60,67,62,68,61
66,61,66,64,68
61,68,64,61,60
64,63,67,61,65
64,67,62,60,62
68,61,63,61,63
68,61,62,62,67
67,63,61,65,62
62,64,64,60,61
62,60,61,67,68
66,65,63,64,66
62,63,64,65,62
63,65,67,65,63
65,65,67,67,67
65,63,60,65,62
61,64,64,67,66
67,63,68,68,64
66,61,62,62,62
64,60,62,63,67
64,62,67,67,61
68,66,60,66,62
64,66,61,67,61
65,65,65,62,68
65,67,62,67,63
64,60,64,64,65
64,62,65,61,68
61,67,65,62,67
67,67,65,61,62
60,63,66,61,61
62,67,67,63,61
61,60,65,60,63
62,61,63,61,60
68,62,67,60,66
64,65,62,61,64
62,67,66,66,64
68,63,68,65,62
67,61,61,66,68
62,67,66,60,61
64,64,63,67,68
66,62,63,61,65
66,62,67,61,60
63,65,66,60,60
67,68,62,62,65
68,64,64,67,60
66,64,60,66,66
63,60,67,65,63
67,62,66,64,68
62,65,68,60,65
63,61,65,60,60
67,63,62,63,65
62,63,62,60,64
68,63,62,65,66
62,67,61,68,66
61,64,67,66,61
65,66,60,64,60
60,63,60,60,61
67,66,63,65,65
67,66,66,64,60
61,67,62,68,65
67,61,60,63,66
61,66,63,68,60
60,61,61,62,68
62,60,63,68,68
63,62,60,66,63
65,60,64,61,61
65,68,66,68,67
63,63,63,60,65
67,65,63,68,67
65,66,66,68,63
61,65,60,65,65
68,62,63,60,66
63,63,65,67,63
65,66,62,68,60
67,65,60,61,63
61,66,65,66,68
64,61,66,68,66
61,63,66,62,62
65,61,66,67,60
64,62,65,66,62
63,64,67,62,68
68,62,65,64,65
67,67,62,61,63
60,66,60,64,60
60,67,65,62,65
65,67,66,61,62
67,66,66,68,61
66,65,62,65,61
67,67,63,62,64
61,61,61,61,62
66,64,60,64,65
61,68,67,68,63
65,62,67,66,60
67,66,64,66,62
63,60,62,63,67
68,64,67,67,62
68,66,66,61,68
67,67,61,61,63
68,60,60,67,68
63,66,65,65,66
66,60,62,60,66
66,61,67,61,67
61,62,60,64,60
63,60,64,62,63
63,60,65,68,63
63,68,61,68,60
63,60,61,60,68
66,63,64,66,66
66,60,63,65,64
68,68,60,61,65
64,66,62,63,61
60,62,67,60,64
66,65,66,67,64
66,64,62,64,63
64,61,60,61,65
65,65,63,63,68
61,65,63,68,67
62,66,62,68,61
64,61,62,67,64
66,63,66,60,62
68,67,68,66,64
63,61,65,66,67
66,64,68,62,67
65,63,60,63,68
62,66,62,60,62
67,61,60,63,63
61,65,61,67,63
67,63,64,63,63
60,67,63,60,67
65,64,67,67,61
68,68,62,67,64
62,62,67,62,60
63,67,61,68,65
60,62,60,63,68
67,60,65,64,68
65,61,62,63,68
61,64,62,62,62
63,67,68,68,67
65,64,68,65,65
67,67,60,68,62
63,65,61,67,60
67,60,64,62,66
61,61,62,64,66
65,62,66,63,67
65,68,60,68,67
61,61,65,65,66
65,62,67,63,65
65,66,63,61,68
66,65,60,65,65
61,66,64,62,61
66,60,67,64,68
65,60,60,65,66
62,60,67,67,63
63,64,68,68,64
68,64,66,60,64
68,63,60,68,68
67,64,63,65,67
67,61,67,61,65
67,62,65,60,66
67,63,65,64,68
61,61,67,63,61
68,65,68,60,64
60,61,64,63,67
62,65,65,67,68
63,66,64,60,62
68,67,63,66,68
65,64,67,66,65
61,67,60,63,63
66,65,62,67,66
68,68,60,66,67
65,65,60,63,63
61,63,67,67,64
61,66,66,62,68
63,66,65,68,63
63,64,60,66,61
65,62,67,64,65
63,67,66,65,65
67,63,63,65,62
66,62,67,60,63
66,67,62,67,62
60,68,63,62,62
64,60,62,61,65
62,60,67,64,60
61,67,62,68,60
62,63,62,65,60
63,61,68,66,63
60,66,64,66,60
64,62,65,68,68
62,68,64,65,61
57,53,58,56,50
58,56,57,56,51
54,56,58,50,55
52,54,52,55,58
53,54,54,57,58
56,55,50,53,56
50,52,50,55,51
50,53,56,53,55
50,53,51,58,54
57,56,50,51,57
50,57,51,53,55
57,58,57,57,50
54,55,58,50,50
55,53,54,52,58
50,54,51,52,54
58,55,50,55,50
50,52,56,56,58
55,58,51,50,52
55,57,50,57,57
55,52,58,52,57
50,55,58,55,55
52,56,53,57,53
53,53,58,50,54
58,54,51,52,52
51,50,54,53,57
58,52,54,55,58
50,53,54,56,57
55,54,52,50,52
56,55,52,55,55
55,53,53,51,51
54,53,56,52,53
53,52,54,57,51
58,50,51,57,51
57,54,57,53,51
57,52,53,55,54
53,54,55,53,51
55,57,55,53,52
50,57,55,54,52
53,52,54,51,54
55,51,57,58,53
56,58,54,55,50
54,51,54,50,54
57,58,56,54,56
56,57,54,55,53
56,54,51,54,58
52,50,58,51,53
55,57,51,51,57
57,55,54,58,53
51,52,50,51,56
57,51,57,54,53
58,56,58,57,58
55,57,56,54,54
52,54,55,51,51
50,54,56,57,55
56,51,53,58,53
55,52,53,53,55
51,52,52,57,50
50,51,52,57,53
58,50,54,50,54
58,58,58,56,54
50,55,55,57,52
54,55,53,56,55
58,56,57,57,56
54,53,55,56,51
53,51,53,51,50
52,52,58,52,55
55,55,58,54,55
58,51,50,53,54
56,55,53,56,54
55,56,53,57,54
53,58,57,57,53
51,58,57,50,54
50,56,54,54,58
54,58,52,52,51
53,53,58,51,57
52,58,50,53,50
53,53,56,55,53
57,52,56,55,51
53,50,56,50,53
52,53,50,55,50
51,50,50,58,52
56,53,58,54,56
55,53,51,50,54
52,57,51,56,54
50,50,51,53,57
51,56,55,52,50
55,53,55,50,52
55,50,57,58,53
52,58,50,57,57
54,58,57,53,57
58,56,51,50,56
50,56,54,53,55
58,50,57,56,51
53,52,58,58,58
56,55,58,50,55
57,58,51,50,57
58,53,51,53,54
55,53,51,52,55
56,51,58,52,56
51,51,55,56,54
56,55,53,55,58
51,50,56,57,54
55,51,54,50,56
58,52,54,58,51
57,54,58,56,51
57,50,51,51,50
58,58,51,51,56
54,57,51,58,55
56,52,55,55,57
52,56,57,54,55
50,55,53,50,58
54,53,56,56,51
57,57,55,56,52
55,52,51,52,51
50,55,58,51,51
50,55,56,55,57
58,54,52,54,54
50,53,58,53,54
53,53,51,56,58
58,55,52,55,56
53,52,51,57,53
57,53,53,57,58
56,51,51,51,50
56,56,58,58,54
54,55,50,57,52
53,54,57,54,50
51,54,51,50,56
51,58,56,55,54
50,51,56,55,53
51,56,51,56,50
50,51,55,56,54
50,56,57,54,56
56,57,50,50,55
50,52,50,57,54
51,53,56,50,53
58,55,52,57,57
54,58,53,51,57
54,54,55,58,57
56,50,58,58,50
50,57,57,56,55
55,56,53,52,51
57,58,53,55,54
50,52,52,54,54
52,50,57,58,52
58,51,52,56,52
55,54,51,53,53
54,55,58,55,54
57,58,52,57,55
51,56,54,55,58
57,56,58,58,51
55,56,53,51,52
50,50,51,57,57
58,57,55,57,54
56,57,57,55,52
52,51,52,55,50
50,55,50,58,51
50,51,57,53,53
58,57,54,53,50
50,52,56,54,50
58,56,57,57,55
51,52,52,54,53
52,51,58,51,52
54,55,56,58,50
53,56,54,53,57
58,55,51,56,54
53,51,56,57,55
56,52,52,52,57
52,58,51,58,56
57,54,55,56,55
51,54,52,54,52
57,50,52,58,57
55,58,54,52,52
55,55,53,50,51
54,50,53,51,51
57,53,53,56,54
53,50,58,51,57
53,54,52,52,53
52,51,54,50,57
56,51,50,56,54
50,53,58,54,55
55,57,51,55,54
56,57,55,50,51
54,58,51,56,56
57,56,53,52,51
53,58,57,58,56
52,56,53,51,53
55,58,56,53,50
57,55,51,58,55
57,57,58,56,53
55,53,51,52,53
51,50,53,54,58
51,58,58,51,56
57,54,53,55,57
58,52,57,51,56
51,54,55,57,55
58,55,55,55,54
58,53,54,50,53
50,53,58,57,53
52,50,57,56,58
54,57,57,53,53
50,56,58,55,53
50,53,55,53,55
53,56,52,58,54
53,50,56,57,51
51,51,55,56,58
52,51,54,53,50
56,57,55,52,52
52,58,53,58,58
51,57,52,54,55
51,58,57,52,52
52,58,58,51,58
53,57,51,54,56
51,58,51,50,54
50,50,58,55,56
54,56,52,51,50
50,52,55,54,54
56,53,56,54,50
58,54,56,50,53
54,53,58,50,58
54,55,51,51,54
56,54,55,54,52
53,57,57,53,52
56,52,53,50,55
54,54,56,50,52
52,53,55,56,54
53,55,50,56,58
53,58,53,54,56
57,50,55,53,53
51,58,57,50,57
55,53,58,52,55
50,56,56,54,52
52,51,51,54,55
57,58,54,57,58
53,50,58,58,57
53,56,54,55,58
57,51,50,55,55
51,56,55,58,58
55,50,55,50,50
55,56,52,50,54
52,52,57,51,55
52,52,50,56,58
54,50,55,54,56
53,57,54,55,52
56,52,56,58,58
56,54,57,58,57
52,51,55,58,50
57,55,53,57,57
51,50,52,52,57
55,55,57,58,54
50,53,55,55,54
57,56,52,53,58
52,53,57,53,54
53,52,57,53,56
53,51,53,58,56
56,53,51,55,56
57,57,50,50,51
57,52,53,58,54
50,56,56,50,52
55,56,57,57,52
53,51,58,53,51
57,57,54,56,54
54,55,57,50,55
51,53,50,53,54
57,51,56,50,58
57,55,51,53,54
53,54,54,58,57
53,57,50,50,51
54,54,50,51,52
52,55,58,53,52
53,51,50,56,56
56,56,57,55,55
57,55,56,57,54
51,51,53,58,50
53,56,53,57,52
55,53,55,58,55
52,54,55,56,57
56,56,50,52,58
57,50,53,53,50
51,57,53,55,57
51,50,56,56,52
56,53,55,58,51
54,56,53,52,54
58,53,53,51,58
55,56,51,52,50
57,55,53,56,52
56,53,53,56,56
53,53,51,58,54
56,51,58,52,56
58,55,51,56,56
55,54,54,55,58
52,51,55,51,50
55,54,53,57,52
56,58,56,54,54
51,55,58,50,51
56,58,50,55,57
51,50,54,56,51
58,54,53,58,52
54,56,56,55,51
57,56,58,58,53
57,55,55,50,53
55,50,58,53,57
57,58,55,53,53
58,51,53,55,52
52,51,55,51,58
50,54,56,55,52
55,54,55,51,57
55,58,52,57,57
57,51,54,57,53
54,51,58,58,53
52,52,54,53,54
57,56,54,52,54
54,51,52,50,51
53,56,57,54,50
51,51,52,57,53
51,55,54,53,50
57,55,51,52,57
51,57,57,55,55
58,55,53,51,56
53,58,52,50,57
50,51,52,52,54
50,57,54,57,57
56,56,53,56,53
54,54,51,56,57
52,54,58,52,54
57,51,51,52,53
52,58,54,50,55
52,58,56,57,53
54,54,57,50,56
58,55,57,50,51
52,54,58,55,52
56,54,55,54,57
55,57,55,51,55
57,54,51,54,55
52,58,58,55,51
55,54,57,52,58
53,53,51,57,51
52,51,57,56,54
56,56,55,56,50
52,53,54,53,51
56,55,55,53,57
58,54,55,57,54
56,54,53,51,55
53,55,58,54,55
56,50,55,58,51
54,58,54,54,57
50,52,50,51,55
58,53,53,57,51
56,54,57,50,53
56,53,58,57,57
52,54,58,53,50
51,53,55,54,50
55,52,55,57,53
51,52,51,50,58
50,52,54,52,54
56,53,52,57,53
52,54,52,52,57
55,51,50,54,58
54,53,52,57,53
52,52,58,56,53
52,53,58,53,51
52,58,55,51,58
51,55,55,55,57
55,50,55,52,50
52,57,53,55,56
54,54,55,56,50
50,53,53,51,50
54,56,58,55,57
54,51,58,55,57
57,58,55,52,57
53,51,52,50,56
50,54,55,50,54
57,58,57,50,50
55,50,51,50,57
57,54,53,52,56
53,58,50,58,53
52,50,57,56,58
54,58,58,55,55
53,54,56,58,50
58,53,58,56,50
56,58,57,57,55
57,57,54,52,54
51,58,53,52,50
58,50,51,56,52
55,50,55,56,54
50,54,58,58,54
55,55,56,56,54
55,54,56,54,58
56,52,50,51,56
52,54,53,57,55
56,52,58,52,53
53,51,57,51,53
50,51,54,52,54
50,53,56,52,56
58,58,57,54,55
51,56,53,55,54
54,56,56,57,52
52,54,58,53,56
51,52,51,50,54
58,54,56,58,55
56,56,55,53,51
53,52,58,53,53
58,54,51,53,55
53,52,53,51,55
57,51,52,52,50
50,56,54,54,55
53,55,56,57,56
54,51,54,53,55
56,53,57,56,52
58,57,55,55,55
56,50,58,55,52
55,50,54,56,58
54,56,55,52,54
51,53,56,57,58
53,57,52,55,58
51,55,58,52,50
50,54,53,54,53
55,55,50,58,58
52,58,51,56,56
57,56,58,52,54
57,57,56,53,56
55,51,55,51,56
55,56,57,54,55
53,57,57,58,56
56,52,54,57,58
58,54,50,55,50
55,52,58,55,52
58,51,55,56,54
57,50,56,53,53
53,51,55,58,57
56,55,54,58,56
57,57,52,55,58
51,53,54,51,52
57,55,54,57,51
51,50,51,51,53
56,58,53,54,51
56,56,51,55,58
51,54,55,54,58
52,50,58,52,52
54,58,51,52,55
56,50,50,56,54
50,58,54,58,58
56,57,52,55,56
58,54,51,55,53
53,52,52,56,56
54,53,54,55,50
58,57,55,56,54
51,51,58,51,54
56,57,57,53,53
56,57,51,58,56
58,51,58,53,57
50,53,51,55,55
52,58,56,58,56
57,54,53,55,58
57,56,51,58,55
52,56,58,57,51
56,52,56,56,50
52,53,54,53,50
54,53,52,57,58
55,56,54,50,50
57,55,55,58,53
54,50,57,54,56
50,58,51,58,56
54,56,54,52,52
58,54,52,54,53
57,57,54,52,53
53,50,57,54,53
55,54,55,50,57
58,58,53,58,51
55,54,54,50,57
58,55,54,54,58
57,58,50,57,50
57,51,51,55,55
55,52,53,53,58
52,57,50,56,53
53,58,58,53,55
54,50,55,51,51
52,57,52,57,53
52,55,53,57,58
58,51,52,52,57
53,50,50,51,58
57,55,55,51,58
50,52,58,58,55
50,57,51,56,50
50,57,54,54,53
54,51,56,57,51
56,50,51,54,51
51,56,50,50,55
56,50,55,52,56
56,50,53,56,50
52,57,55,55,53
52,57,56,53,58
56,50,50,55,57
50,52,57,57,52
51,57,57,53,50
58,52,51,58,53
52,53,58,55,55
57,52,56,56,53
58,55,51,53,50
58,54,53,56,54
50,50,53,57,55
53,54,52,57,52
51,57,58,53,51
57,55,56,52,55
55,58,50,57,56
56,55,57,54,54
56,57,51,56,53
56,50,52,51,58
58,57,57,53,50
57,50,58,58,58
52,57,53,50,54
52,53,58,53,58
50,54,52,52,51
57,50,53,57,58
55,54,51,54,51
52,57,50,52,52
58,58,50,55,56
51,58,53,56,53
57,52,55,58,58
58,56,58,58,57
57,50,55,57,57
57,53,50,51,55
50,56,54,56,58
53,58,55,57,52
50,57,57,51,52
50,54,57,56,52
57,53,53,58,53
55,58,51,57,51
55,55,52,50,50
56,53,56,54,50
55,57,55,50,51
51,57,58,52,51
55,58,58,52,52
53,51,50,58,50
57,50,55,50,57
57,52,54,55,50
54,55,51,55,54
54,56,50,56,52
53,50,53,53,58
50,57,53,54,57
52,50,52,57,51
56,50,52,51,54
56,58,57,50,50
50,50,51,55,54
50,53,55,58,58
57,57,50,54,53
57,56,50,52,56
54,56,53,57,52
55,52,54,52,56
52,56,50,53,52
55,53,52,53,57
57,56,57,50,54
55,55,57,56,54
58,58,58,58,56
53,56,52,57,55
56,52,54,56,51
51,50,50,54,57
58,51,50,55,51
54,54,51,50,57
56,58,50,52,54
56,51,50,51,50
57,58,58,53,55
55,54,50,51,55
58,54,58,56,50
55,51,50,58,50
56,57,58,56,56
52,56,53,52,56
55,51,50,52,50
51,56,53,53,50
56,57,54,56,57
53,57,55,53,52
56,57,51,51,58
56,50,54,53,55
57,56,57,56,54
53,56,50,58,55
54,55,55,58,55
56,52,52,52,50
52,58,58,50,52
54,53,54,56,55
53,57,56,52,53
51,58,50,56,50
58,58,53,50,57
55,52,52,57,52
54,55,56,51,51
52,56,58,58,53
54,51,53,52,52
58,58,54,53,54
58,52,57,54,54
57,56,57,54,50
54,54,52,54,55
58,55,53,56,55
51,58,58,54,58
52,58,51,55,54
53,55,51,50,55
57,55,50,53,57
51,56,58,56,57
55,51,58,54,57
54,55,58,56,53
56,53,54,54,54
52,56,51,58,53
57,50,51,56,53
52,56,50,50,57
50,51,54,57,50
51,57,50,52,53
51,53,53,55,55
54,52,51,53,50
58,52,57,52,53
56,54,50,56,53
58,58,51,58,51
51,55,50,54,57
50,52,55,51,56
58,53,57,58,55
52,50,50,52,53
53,55,54,51,53
55,50,52,58,55
52,54,53,53,52
54,58,54,56,53
52,56,54,50,53
50,58,52,50,54
57,54,54,51,53
54,53,52,54,55
50,52,50,55,52
58,58,53,52,51
54,54,50,51,52
52,56,54,57,50
50,58,56,53,53
52,55,58,52,50
50,57,54,53,55
56,58,52,58,58
51,55,53,54,58
57,54,56,53,54
58,51,55,50,53
50,53,55,56,55
53,56,52,55,50
55,51,50,57,55
58,50,52,53,50
58,58,57,53,53
50,53,54,55,50
56,54,51,54,55
56,50,57,58,58
58,52,55,56,52
55,58,54,57,54
57,58,55,58,55
58,56,57,54,54
57,55,54,53,50
51,58,58,52,53
50,50,52,55,57
56,56,51,55,50
56,58,53,51,50
55,53,52,54,51
58,56,56,53,55
56,54,56,52,54
53,51,51,54,51
52,58,57,52,54
57,52,55,52,53
54,55,58,57,52
54,50,51,55,57
51,57,50,55,54
55,57,56,56,53
51,55,56,55,57
51,55,57,53,52
50,55,55,55,55
52,50,55,58,57
54,55,54,50,53
53,50,51,52,54
51,51,58,54,52
55,53,58,55,50
56,57,56,52,56
55,56,58,51,55
58,52,54,57,51
58,57,57,55,52
56,53,51,51,51
56,56,55,57,57
58,52,58,53,55
52,51,53,54,56
52,57,51,55,52
51,55,58,56,54
56,53,56,57,50
50,51,56,50,56
57,55,57,50,56
55,57,58,55,58
58,53,56,53,52
51,53,52,54,51
50,53,55,52,53
52,53,54,52,51
58,56,53,53,57
55,55,53,51,57
53,51,54,50,53
54,55,55,51,57
50,50,51,58,52
50,55,50,52,58
56,51,52,51,58
55,53,51,53,57
51,51,51,51,51
56,50,52,53,54
57,53,53,53,54
54,58,58,56,52
54,58,50,58,55
57,56,57,52,57
55,56,50,50,50
55,50,50,51,55
52,50,56,50,52
54,56,58,58,53
51,55,56,50,57
54,51,57,50,50
52,58,50,50,54
51,56,56,54,56
51,54,52,58,55
57,55,51,50,56
58,52,56,55,50
55,50,53,55,53
53,54,53,52,52
52,51,52,58,55
58,57,56,50,56
50,56,52,52,57
54,54,58,50,56
53,54,53,57,54
54,58,53,53,57
51,53,51,51,51
56,55,54,57,56
53,51,58,50,55
50,56,52,51,58
52,53,52,55,52
58,52,51,56,52
57,53,54,50,50
50,57,51,52,54
58,56,55,54,57
51,55,54,55,53
55,51,54,58,57
52,56,54,53,53
55,53,54,51,54
54,52,53,52,54
52,52,58,51,56
56,50,53,50,50
57,53,52,56,52
56,56,52,50,55
58,58,53,58,57
54,53,53,56,54
57,58,53,55,52
55,56,50,50,57
55,58,56,58,53
58,51,56,51,52
54,58,50,54,58
57,55,54,50,51
52,53,56,52,50
52,56,50,57,52
51,55,57,56,51
57,52,53,58,55
57,57,53,50,52
55,52,50,56,57
55,51,57,57,51
54,51,53,57,53
56,55,53,55,51
57,58,53,52,58
53,52,56,52,58
56,55,58,52,52
53,57,50,50,54
54,52,50,56,53
53,57,53,57,54
53,53,56,56,54
58,50,53,57,52
55,53,54,52,58
58,51,53,50,53
57,52,51,50,58
52,51,54,57,51
53,56,51,50,50
51,57,54,52,53
58,57,58,56,53
51,50,56,55,55
58,55,58,57,57
56,53,53,52,58
51,51,55,53,57
51,53,53,56,54
52,50,52,51,57
57,55,57,51,53
56,55,53,56,56
57,57,51,58,58
50,53,53,58,52
51,50,56,52,53
56,57,50,56,57
54,53,58,53,51
52,53,57,57,54
55,53,53,56,58
58,50,52,52,51
53,53,53,54,52
56,52,51,58,52
58,50,54,58,53
51,53,50,58,56
58,54,52,51,54
50,56,50,50,57
54,51,50,52,54
56,52,51,55,51
56,54,52,55,55
50,53,52,58,54
54,58,55,52,55
52,57,53,53,55
51,56,56,57,51
58,54,55,50,50
56,55,58,51,51
58,56,57,52,52
51,53,56,55,58
54,50,53,52,53
50,55,56,54,54
53,50,54,58,50
54,50,51,58,58
52,54,50,56,54
51,51,58,57,54
57,52,50,58,52
50,53,53,55,53
56,58,54,55,51
55,55,57,51,52
57,58,50,53,50
57,55,58,58,53
53,51,55,53,58
56,51,57,51,57
53,55,56,51,56
54,51,54,51,53
50,58,54,56,54
50,57,50,50,52
57,57,52,57,51
52,56,51,58,56
52,57,52,50,50
50,53,58,52,54
52,58,53,53,52
55,55,50,58,53
57,56,54,56,58
58,52,57,57,57
54,52,50,52,51
55,51,57,55,52
54,52,53,56,52
50,51,57,56,57
50,54,54,56,52
53,56,51,51,54
58,57,52,53,52
51,54,53,50,50
52,55,55,51,50
55,52,51,56,56
58,54,56,55,53
54,57,53,58,50
56,57,58,50,53
53,55,55,57,56
54,58,55,52,52
54,54,55,52,52
57,55,57,56,55
50,53,53,55,52
54,50,50,51,55
50,56,56,55,50
57,52,53,52,54
57,58,53,51,56
56,53,52,58,53
54,51,54,51,58
58,50,55,55,57
54,53,50,57,54
55,50,50,50,50
57,54,51,55,56
55,52,56,57,53
51,55,52,54,55
50,55,51,51,52
53,52,51,53,58
57,50,50,50,54
50,54,52,52,55
57,52,55,55,50
56,56,54,57,55
54,54,52,52,56
58,58,50,55,55
58,54,52,50,56
51,56,58,56,55
53,51,53,56,58
51,58,50,58,54
55,56,51,53,57
52,50,50,55,53
54,56,53,50,52
58,53,57,55,56
52,53,50,52,56
52,54,51,56,54
56,57,56,51,56
56,56,54,54,55
52,55,55,58,54
52,55,55,57,58
52,58,57,53,53
55,54,57,58,55
51,53,50,54,55
55,51,58,54,53
54,50,57,56,53
54,57,55,51,52
56,58,52,52,52
54,57,56,52,58
52,55,53,51,57
54,57,53,55,52
56,52,52,55,55
58,58,53,57,50
55,52,51,57,52
58,56,54,56,54
57,51,56,58,51
58,54,50,57,50
52,50,50,53,50
58,55,52,51,55
55,51,51,53,52
51,55,56,52,58
54,52,57,57,51
54,55,50,54,54
50,54,58,51,54
55,54,55,51,51
53,54,51,53,51
52,54,55,55,56
56,52,57,55,57
57,51,57,55,50
56,58,57,55,50
53,50,57,56,55
51,55,54,57,53
58,58,56,53,57
55,55,58,52,51
51,53,54,51,54
50,53,50,52,53
54,58,56,53,52
50,58,52,56,52
57,54,54,57,50
58,58,54,52,50
51,57,52,58,56
50,54,51,55,55
54,51,55,56,56
53,55,50,54,53
52,53,55,58,56
51,54,52,50,51
54,53,51,58,53
57,51,53,55,58
58,51,57,52,54
57,53,57,57,52
58,54,50,57,54
51,52,51,51,53
50,53,54,58,50
51,54,58,56,56
53,57,53,58,56
51,58,56,56,51
58,53,52,54,54
51,56,51,52,58
57,52,57,56,54
56,58,52,52,55
55,56,58,50,58
54,57,52,55,50
52,51,57,58,54
52,50,57,52,57
54,54,58,55,51
57,51,50,50,51
55,57,51,57,53
51,56,51,55,52
55,54,53,55,56
51,54,54,51,55
50,51,56,53,57
54,53,56,53,58
54,55,51,50,53
57,51,52,51,52
51,58,55,54,56
51,57,58,51,55
56,54,54,56,53
56,52,51,58,53
55,58,58,56,51
58,50,56,58,50
50,55,55,58,51
58,55,58,58,55
53,50,57,52,52
51,51,56,58,50
52,53,55,52,56
56,56,50,52,53
56,57,50,58,52
51,53,57,55,53
58,55,53,58,53
56,50,51,54,50
52,56,53,51,55
53,51,58,56,50
55,58,54,58,55
53,57,58,53,54
57,55,58,53,56
54,51,55,54,53
57,52,56,57,57
55,51,53,57,51
57,58,55,51,50
54,58,51,50,58
58,53,53,57,58
50,54,56,52,57
53,55,54,58,56
52,50,50,52,53
50,53,54,53,53
57,57,54,50,57
56,50,54,53,58
58,54,53,56,50
52,50,50,51,53
53,53,56,52,57
51,53,50,58,50
58,52,52,56,55
54,52,51,53,50
50,58,53,54,50
51,53,51,54,56
58,58,52,57,56
51,56,57,53,52
57,52,55,56,53
56,51,57,58,55
53,51,58,53,57
53,50,55,53,58
58,54,56,55,57
51,50,58,57,55
41,46,41,48,42
41,43,48,47,41
45,43,44,40,44
43,44,44,46,41
41,48,45,43,44
40,44,48,46,47
43,46,40,42,42
40,43,42,44,45
46,42,46,41,48
42,46,46,48,43
46,44,44,41,40
42,45,41,45,45
45,48,47,43,47
44,48,46,44,42
41,48,45,46,42
45,42,48,48,41
47,43,41,45,47
41,46,46,47,44
48,46,41,44,46
47,46,47,42,43
43,42,48,42,40
45,42,44,44,46
47,42,44,41,47
48,45,42,41,43
43,48,47,47,41
43,46,46,48,42
41,48,46,44,46
48,42,44,41,44
46,42,45,43,43
44,45,44,40,40
47,46,44,46,48
42,40,48,47,42
46,42,40,44,47
43,45,48,48,42
42,42,40,47,40
42,47,40,48,46
46,48,41,44,44
47,43,42,42,43
45,45,40,48,45
48,40,40,46,47
45,45,45,48,40
40,40,46,41,41
44,45,43,41,45
48,41,42,48,41
45,40,42,47,42
44,42,44,47,42
47,46,47,40,47
43,42,45,48,43
44,43,44,46,40
44,41,43,43,47
41,44,45,41,48
41,41,48,45,45
48,44,41,46,47
48,47,40,48,43
47,41,40,46,42
47,45,43,43,47
48,48,40,41,43
44,41,48,47,48
45,40,42,45,44
43,43,44,42,47
41,45,47,45,44
44,41,48,44,47
42,48,45,41,45
47,48,40,42,47
45,47,44,48,48
41,40,44,46,43
44,40,44,40,45
47,40,42,43,43
43,41,40,46,47
48,45,46,40,48
42,41,48,40,46
43,42,42,44,42
45,40,44,43,41
45,46,40,47,46
42,48,40,46,44
42,41,48,43,43
43,42,43,48,48
42,41,48,41,45
44,48,47,45,45
48,48,47,47,41
44,43,48,44,42
41,41,48,41,45
44,46,46,40,47
42,44,46,44,48
47,48,46,41,42
45,40,45,40,47
40,40,42,40,42
45,48,40,46,46
42,48,46,44,40
40,44,45,43,44
40,46,44,42,46
43,43,46,40,46
47,48,46,47,41
40,45,42,43,44
48,41,44,44,44
47,43,42,43,46
44,41,42,41,40
48,44,40,48,48
48,43,46,40,48
48,44,42,44,47
46,46,43,44,40
45,48,41,47,46
41,42,48,42,48
41,42,45,44,41
47,40,41,48,43
44,45,43,42,45
43,43,40,42,42
41,42,45,44,41
42,42,44,42,41
44,48,47,47,42
47,47,46,44,48
41,45,43,42,46
41,45,44,45,43
42,43,47,47,48
47,42,40,46,44
41,42,48,43,40
46,46,42,40,47
46,43,41,45,47
48,42,45,46,43
45,45,48,47,40
48,43,47,47,46
45,43,46,42,48
40,46,41,42,40
45,41,46,48,45
46,47,41,41,44
40,46,41,44,46
46,45,40,42,41
44,42,45,40,43
46,48,43,45,40
47,40,40,47,47
45,47,46,44,45
41,47,43,43,45
44,44,47,41,40
42,48,45,46,46
42,45,45,40,46
48,47,41,45,47
48,42,45,43,46
48,40,46,41,42
42,48,40,44,43
40,47,48,43,40
45,47,40,46,40
43,44,48,43,46
41,48,40,41,46
44,46,43,40,47
48,41,46,44,44
40,40,40,40,46
47,42,41,44,42
42,43,46,45,47
43,47,44,46,44
46,42,44,42,46
47,47,43,45,40
47,41,48,40,42
41,41,40,45,42
41,41,45,46,47
40,47,42,45,45
40,43,47,41,46
41,42,40,42,47
40,42,48,43,41
44,48,41,44,47
45,45,44,47,40
48,47,48,45,48
45,41,41,44,45
47,41,40,46,48
43,48,47,40,42
45,43,48,46,47
45,45,48,48,47
44,45,46,41,43
46,43,40,48,42
46,44,43,40,45
42,41,43,46,47
47,43,41,48,40
40,44,43,48,47
45,43,44,45,47
44,41,41,45,47
40,42,47,44,45
48,48,40,43,41
43,47,44,43,42
41,43,47,43,43
41,47,48,47,46
47,41,41,41,47
44,41,47,46,46
40,48,44,42,48
46,42,43,40,40
41,44,41,41,43
42,45,48,41,46
47,44,47,48,41
42,47,43,48,47
42,41,47,41,45
48,44,41,46,45
45,45,46,44,41
43,48,44,41,46
42,42,48,40,48
42,40,47,45,42
